State,Year,TimeInterval,IP,ED
WY,2009,Q2,86.98996531,NA
WY,2009,Q3,79.82543786,NA
WY,2009,Q4,72.01457026,NA
WY,2010,Annual,75.77584854,NA
WY,2010,Q1,82.65390253,NA
WY,2010,Q2,71.13094112,NA
WY,2010,Q3,75.19176119,NA
WY,2010,Q4,74.12678931,NA
WY,2011,Annual,69.3791665,NA
WY,2011,Q1,66.6009408,NA
WY,2011,Q2,63.81038988,NA
WY,2011,Q3,67.98389104,NA
WY,2011,Q4,79.12144427,NA
WY,2012,Annual,77.76149929,NA
WY,2012,Q1,84.45718965,NA
WY,2012,Q2,69.12067409,NA
WY,2012,Q3,79.84948992,NA
WY,2012,Q4,77.6186435,NA
WY,2013,Annual,89.48944916,NA
WY,2013,Q1,100.3282177,NA
WY,2013,Q2,93.41129091,NA
WY,2013,Q3,87.31180968,NA
WY,2013,Q4,76.90647837,NA
WY,2014,Annual,96.66948037,98.83032453
WY,2014,Q1,90.49422949,66.41051269
WY,2014,Q2,106.6311396,105.6291621
WY,2014,Q3,91.85676189,123.2552065
WY,2014,Q4,97.69579053,100.0264168
WY,2015,Annual,97.89377755,105.0320996
WY,2015,Q1,72.91247305,101.616389
WY,2015,Q2,103.9551914,107.4559718
WY,2015,Q3,86.41884553,89.90443917
WY,2015,Q4,128.2886002,121.1515984
WY,2016,Annual,127.7134527,144.5511077
WY,2016,Q1,124.6236798,156.7448279
WY,2016,Q2,139.8727986,158.3194952
WY,2016,Q3,115.1012517,138.2689944
WY,2016,Q4,131.2560809,124.8711132
WY,2017,Annual,127.6103039,131.2764301
WY,2017,Q1,132.6063369,103.6261312
WY,2017,Q2,138.4899356,145.3351255
WY,2017,Q3,120.8039315,142.8387434
WY,2017,Q4,118.5410118,133.3057204
WY,2018,Annual,NA,NA
WY,2018,Q1,NA,NA
WY,2018,Q2,NA,NA
WY,2018,Q3,NA,NA
WY,2018,Q4,NA,NA
WY,2019,Q1,NA,NA
WY,2019,Q2,NA,NA
NA,2005,Annual,136.8080155,89.09913125
NA,2005,Q1,129.9325222,82.58093579
NA,2005,Q2,137.9136903,87.45169945
NA,2005,Q3,141.7358048,98.57605562
NA,2005,Q4,137.6500447,87.78783415
NA,2006,Annual,164.2363286,91.77770693
NA,2006,Q1,160.4724415,86.95641058
NA,2006,Q2,165.3465279,93.03854286
NA,2006,Q3,168.861469,100.0179338
NA,2006,Q4,162.2648762,87.09794047
NA,2007,Annual,158.953267,82.62883434
NA,2007,Q1,157.0707851,76.87870609
NA,2007,Q2,158.1471714,83.43519383
NA,2007,Q3,164.7092097,88.57782141
NA,2007,Q4,155.8859018,81.62361602
NA,2008,Annual,165.7145372,94.13861823
NA,2008,Q1,157.7722655,86.55506326
NA,2008,Q2,162.2986154,93.74665385
NA,2008,Q3,175.0643906,100.9689758
NA,2008,Q4,167.7228774,95.28377998
NA,2009,Annual,181.3759784,107.3547639
NA,2009,Q1,171.8805206,98.33051263
NA,2009,Q2,180.9847115,107.9585746
NA,2009,Q3,190.3807679,116.0521117
NA,2009,Q4,182.2579137,107.0778566
NA,2010,Annual,197.05543,117.4924981
NA,2010,Q1,189.2480058,108.0133814
NA,2010,Q2,196.3880275,119.548455
NA,2010,Q3,203.8153842,126.7972494
NA,2010,Q4,198.7703025,115.6109065
NA,2011,Annual,207.797426,131.1558478
NA,2011,Q1,196.959889,120.0058399
NA,2011,Q2,209.0809766,129.0115095
NA,2011,Q3,217.1693072,140.5442766
NA,2011,Q4,207.9795313,135.0617652
NA,2012,Annual,210.4135501,146.7750486
NA,2012,Q1,210.3001621,135.9960828
NA,2012,Q2,211.6671771,146.7936749
NA,2012,Q3,214.7524691,156.4968812
NA,2012,Q4,204.9343923,147.8135556
NA,2013,Annual,213.7253841,166.2368656
NA,2013,Q1,202.7110233,150.8824146
NA,2013,Q2,215.1672979,169.4549088
NA,2013,Q3,224.9620733,180.1112113
NA,2013,Q4,212.0611418,164.4989278
NA,2014,Annual,224.5748949,177.6506105
NA,2014,Q1,213.291747,159.3173098
NA,2014,Q2,223.6953487,177.4518746
NA,2014,Q3,232.1064415,190.6037137
NA,2014,Q4,229.2060423,183.2295437
NA,2015,Annual,252.4980587,210.0239353
NA,2015,Q1,227.934729,184.2742815
NA,2015,Q2,238.7279711,202.3989204
NA,2015,Q3,254.3793331,222.1333389
NA,2015,Q4,288.9502016,231.2892004
NA,2016,Annual,296.9098105,243.516279
NA,2016,Q1,290.089739,223.0498381
NA,2016,Q2,295.5110683,241.3572431
NA,2016,Q3,306.3226733,268.0820234
NA,2016,Q4,295.7157616,241.5760114
NA,2017,Annual,299.7375903,249.051451
NA,2017,Q1,298.9548563,246.508573
NA,2017,Q2,304.4909573,262.7086282
NA,2017,Q3,304.0357233,261.0856406
NA,2017,Q4,291.4688244,225.9029621
NA,2018,Annual,NA,NA
NA,2018,Q1,NA,NA
NA,2018,Q2,NA,NA
NA,2018,Q3,NA,NA
NA,2018,Q4,NA,NA
NA,2019,Q1,NA,NA
NA,2019,Q2,NA,NA
