State,Year,TimeInterval,Opioid Prescription Rate Per 100 population,Number of Crime Incident Related to Any Drug Type,Number of Crime Incident Related to Heroin,Number of Crime Incident Related to Narcotics,Number of Crime Incident Related to All Types of Opioid,Number of Crime Incident Related to Cocaine,Number of Crime Incident Related to Heroin Morphine And Opium,Number of Crime Incident Related to Other Opioid,Crime Incident Rate per 100000 population Related to Any Drug Type,Crime Incident Rate per 100000 population Related to Heroin,Crime Incident Rate per 100000 population Related to Narcotics,Crime Incident Rate per 100000 population Related to All Types of Opioid,Crime Incident Rate per 100000 population Relate dto Cocaine,Crime Incident Rate per 100000 population Related to Heroin Morphine And Opium,Crime Inciden tRate per 100000 population Related to Other Opioid,Opioid Overdose Deaths by Natural and Semisynthetic Opioid,Opioid Overdose Deaths by Synthetic Opioids,Opioid Overdose Deaths by Methadone,Opioid Overdose Deaths by Heroin,All Opioid Overdose Deaths,All Drug Overdose Deaths,Opioid Overdose Deaths as Percentage of all Overdose Deaths,"Opioid Overdose Death Rate Per 100,000 (Age Adjusted)","All Drug Overdose Death Rate Per 100,00 (Age Adjusted)",Rate of Opioid Related Inpatient Hospital Visits,Rate of Opioid Related Emergency Department Visits,Rate of Opioid Overdose Deaths (Natural & Semisynthetic),Rate of Opioid Overdose Deaths (Synthetic Opioids),Rate of Opioid Overdose Deaths (Methadone),Rate of Opioid Overdose Deaths (Herion),Counts of Opioid Related Inpatient Hospital Visits,Counts of Opioid Related Emergency Department Visits,name
OR,2013,Annual,94.2,10107,772,339,1151,71,812,379,838.6716676,64.06001062,28.12997876,95.50916091,5.891529474,67.37918216,31.44915029,119,27,66,103,,455,0.66,7.5,11.3,254.2311507,,3.106178581,0.704763207,1.722754507,2.688541124,9740,,Oregon
OR,2014,Annual,91.9,14304,1279,391,1707,143,1316,428,946.1005761,84.59610157,25.86166983,112.9050394,9.458360066,87.04336956,28.30893782,,33,59,124,,522,0.65,8.3,12.8,307.0135632,,,0.861377253,1.54003812,3.236690286,11762,,Oregon
OR,2015,Annual,84.2,16346,2326,394,2765,346,2371,439,901.8293685,128.328344,21.7374753,152.5485259,19.08925496,130.8110506,24.22018187,,34,70,102,331,,0.66,7.9,12,359.5292967,259.1610096,,0.887479594,1.827163871,2.662438783,13774,9929,Oregon
OR,2016,Annual,76.3,19020,3517,505,4073,540,3575,564,502.6532002,92.9459151,13.34594459,107.639668,14.27091105,94.47871665,14.90517376,128,43,46,114,,506,0.62,7.6,,388.7121675,291.7214322,3.34109965,1.122400664,1.200707687,2.975666876,14892,11176,Oregon
OR,2017,Annual,66.1,19916,3990,477,4450,691,4035,530,503.8277858,100.9375811,12.06697398,112.5744952,17.48066881,102.0759749,13.40774887,124,85,38,124,,530,0.65,8.1,12.4,370.0188795,269.4272755,3.236690286,2.218698986,0.991888959,3.236690286,14176,10322,Oregon
OR,2018,Annual,57.3,20464,4057,550,4571,660,4107,607,504.298514,99.97747611,13.55376186,112.6440826,16.26451423,101.2096363,14.95842445,123,97,34,154,,,0.62,8,12.6,360.7612178,264.084739,3.210587945,2.531927078,0.887479594,4.019760516,13821,10117,Oregon
PA,2005,Annual,,,,,,,,,,,,,,,,157,72,114,138,504,,0.31,4.2,13.2,,,1.235988943,0.566822955,0.897469679,1.086410664,,,Pennsylvania
PA,2006,Annual,69.5,,,,,,,,,,,,,,,140,93,98,94,418,,0.26,3.5,13.5,,,1.102155746,0.732146317,0.771509022,0.740018858,,,Pennsylvania
PA,2007,Annual,73.7,,,,,,,,,,,,,,,214,83,124,86,,,0.28,4,,,,1.684723783,0.653420906,0.976195089,0.67703853,,,Pennsylvania
PA,2008,Annual,76.5,,,,,,,,,,,,,,,260,99,111,158,,,0.33,4.9,14.9,186.9082386,,2.046860671,0.779381563,0.873852056,1.243861485,23742,,Pennsylvania
PA,2009,Annual,78.1,,,,,,,,,,,,,,,292,105,103,175,,,0.33,5.2,15.2,179.401574,,2.298781984,0.826616809,0.810871727,1.377694682,22788,,Pennsylvania
PA,2010,Annual,81,,,,,,,,,,,,,,,328,98,110,131,,,0.33,5.1,15.3,184.7677427,,2.582193462,0.771509022,0.865979515,1.031302876,23470,,Pennsylvania
PA,2011,Annual,81.7,,,,,,,,,,,,,,,325,111,86,240,,,0.33,6.2,18.3,228.3653969,,2.558575838,0.873852056,0.67703853,1.88940985,29008,,Pennsylvania
PA,2012,Annual,83.3,,,,,,,,,,,,,,,358,99,87,323,827,,0.35,6.8,,245.2542789,,2.818369693,0.779381563,0.684911071,2.542830756,31153,,Pennsylvania
PA,2013,Annual,81.6,75,10,8,18,3,10,8,153.8398425,20.511979,16.4095832,36.92156219,6.153593699,20.511979,16.4095832,406,108,82,409,,,0.39,7.8,,266.1403495,,3.196251663,0.850234432,0.645548365,3.219869286,33806,,Pennsylvania
PA,2014,Annual,79.9,375,55,14,72,28,58,17,235.3679586,34.52063392,8.787070453,45.19064805,17.57414091,36.40357759,10.67001412,,217,81,503,,,0.4,9,,285.081658,,,1.708341406,0.637675824,3.959888144,36212,,Pennsylvania
PA,2015,Annual,75.5,607,98,29,132,32,104,35,308.8555553,49.86465308,14.75586673,67.16463477,16.2823357,52.91759103,17.80880467,,429,89,663,,,0.42,11.2,26.3,316.6366193,,,3.377320107,0.700656153,5.21949471,40220,,Pennsylvania
PA,2016,Annual,69.5,553,99,20,129,31,110,31,238.2737434,42.65660143,8.617495239,55.58284429,13.35711762,47.39622381,13.35711762,,1309,113,926,,,0.48,,,362.2552672,,,10.30515622,0.889597138,7.289973004,46015,,Pennsylvania
PA,2017,Annual,57.7,597,101,35,142,43,107,41,293.5507346,49.6626871,17.20984206,69.8227878,21.14352025,52.61294573,20.1601007,564,1982,64,819,,,0.47,,,362.8521225,,4.440113147,15.60337634,0.503842627,6.447611113,46091,,Pennsylvania
PA,2018,Annual,49.9,528,78,24,103,55,80,27,261.1379283,38.57719395,11.86990583,50.9416792,27.20186753,39.56635277,13.35364406,595,2430,118,845,,,0.65,,,342.0969446,,4.68416192,19.13027473,0.928959843,6.65229718,43454,,Pennsylvania
RI,2005,Annual,,3071,110,105,218,758,116,109,339.7056253,12.16789931,11.61481298,24.11456409,83.84788798,12.83160291,12.05728205,24,10,25,,112,156,0.72,10.3,14.3,183.3493779,,2.280139887,0.950058286,2.375145715,,1930,,Rhode Island
RI,2006,Annual,78.7,3253,105,147,251,885,112,151,303.2192696,9.78728045,13.70219263,23.39626089,82.49279237,10.43976581,14.07504141,33,,45,10,130,175,0.74,12.2,16.4,206.5607813,104.1059,3.135192344,,4.275262287,0.950058286,2174,1096,Rhode Island
RI,2007,Annual,82.2,4692,184,163,355,1400,194,173,444.6162768,17.43593242,15.44596188,33.63997832,132.6647032,18.38353745,16.3935669,17,,29,,,135,0.64,8,12.4,218.5893662,120.2334216,1.615099086,,2.75516903,,2301,1266,Rhode Island
RI,2008,Annual,82.9,4709,221,233,459,1214,236,247,445.9542132,20.9292591,22.06568946,43.46846122,114.9688713,22.34979705,23.39152488,29,13,28,,133,185,0.72,12.5,,223.7678676,151.5271077,2.75516903,1.235075772,2.660163201,,2355,1595,Rhode Island
RI,2009,Annual,82.5,4578,224,211,442,996,239,225,432.5372305,21.16390119,19.93563906,41.76091216,94.10377492,22.58112671,21.25838289,26,11,40,,,161,0.71,10.6,,244.1409031,174.6575668,2.470151544,1.045064115,3.800233144,,2570,1838,Rhode Island
RI,2010,Annual,82.7,4437,181,284,476,807,200,301,419.3995695,17.10870455,26.84459719,44.99305727,76.28024625,18.90464591,28.4514921,45,12,25,,111,167,0.66,10.5,,271.6159427,167.7515364,4.275262287,1.140069943,2.375145715,,2859,1766,Rhode Island
RI,2011,Annual,82.5,4206,214,284,498,690,227,298,398.0432851,20.25232121,26.87691226,47.12923347,65.29954035,21.4826024,28.20183047,62,,29,12,,190,0.75,13.3,17.7,317.2335713,187.96564,5.890361374,,2.75516903,1.140069943,3339,1978,Rhode Island
RI,2012,Annual,83.2,4183,275,277,563,664,303,301,398.5559374,26.20198011,26.39253996,53.64259927,63.26587197,28.86981808,28.67925823,72,12,28,30,140,196,0.71,13.2,,321.6472595,227.8888883,6.84041966,1.140069943,2.660163201,2.850174858,3386,2399,Rhode Island
RI,2013,Annual,76.9,3566,416,280,692,681,439,301,337.3549142,39.35491989,26.48888838,65.46539558,64.42476068,41.53079286,28.47555501,80,32,28,65,,241,0.79,18.1,,317.8318436,253.7889654,7.600466289,3.040186515,2.660163201,6.175378859,3345,2671,Rhode Island
RI,2014,Annual,72.8,3877,458,296,746,638,480,319,365.5040364,43.17793362,27.90538942,70.32912333,60.14742719,45.25198284,30.07371359,70,82,24,66,,247,,,,377.4257807,298.2788889,6.650408003,7.790477946,2.280139887,6.270384688,3973,3140,Rhode Island
RI,2015,Annual,65.7,3685,449,243,696,668,484,277,347.0162255,42.28230264,22.88329519,65.54227759,62.9055193,45.57825051,26.08507312,,137,30,45,,310,,,,367.9507397,361.8673381,,13.01579852,2.850174858,4.275262287,3873,3809,Rhode Island
RI,2016,Annual,60.3,3582,455,260,701,718,476,278,339.4038166,43.11243344,24.63567625,66.42157327,68.03236749,45.10223806,26.34122307,,182,29,25,,326,,,,443.6190382,444.3759059,,17.29106081,2.75516903,2.375145715,4669,4677,Rhode Island
RI,2017,Annual,51.2,3505,329,314,638,809,345,331,331.09924,31.07893009,29.66195759,60.26856352,76.42204998,32.59036742,31.26785976,,201,30,14,,,,,,447.5894234,456.8492426,,19.09617155,2.850174858,1.330081601,4711,4809,Rhode Island
RI,2018,Annual,43,3579,263,357,615,921,281,373,338.8302923,24.89867753,33.79782463,58.22314327,87.19270724,26.60276953,35.31257307,58,213,33,24,267,,0.84,,,,,5.510338059,20.23624149,3.135192344,2.280139887,,,Rhode Island
SC,2005,Annual,,31560,204,775,1003,10017,234,802,739.8164477,4.782083502,18.16722899,23.51191055,234.8143649,5.485331076,18.80015181,59,30,59,,149,,0.35,3.5,9.9,86.28031564,34.9565148,1.275575284,0.648597602,1.275575284,,3991,1617,South Carolina
SC,2006,Annual,90.4,32710,216,938,1191,10663,261,977,757.8037453,5.004145796,21.73096647,27.5923039,247.033364,6.04667617,22.63449279,115,41,69,,214,,0.39,4.9,12.7,90.74277001,47.43642167,2.486290809,0.886416723,1.491774485,,4197,2194,South Carolina
SC,2007,Annual,91.7,33831,221,1043,1301,10324,264,1083,763.224969,4.985744381,23.53000629,29.35046805,232.9087103,5.955821342,24.43240346,112,35,59,,,,0.37,4.5,12.1,98.09460365,48.12493577,2.421431048,0.756697203,1.275575284,,4537,2226,South Carolina
SC,2008,Annual,94.1,30394,199,1095,1337,8191,250,1140,675.6180013,4.423504055,24.34038664,29.71972323,182.0749835,5.557165899,25.3406765,120,41,58,11,,565,0.39,4.8,,103.8862714,56.67424025,2.594390409,0.886416723,1.253955364,0.237819121,4805,2621,South Carolina
SC,2009,Annual,95.8,32131,278,1413,1743,7811,351,1477,704.1630013,6.092475004,30.96642871,38.19850336,171.1810153,7.692297578,32.36901288,126,56,58,19,,,0.39,5.2,13.3,107.4395813,70.42189939,2.72410993,1.210715524,1.253955364,0.410778481,4969,3257,South Carolina
SC,2010,Annual,98.6,32250,244,1634,1931,6544,317,1696,696.3982284,5.268873418,35.2841769,41.69751873,141.3094576,6.845216694,36.622989,146,58,73,15,,,0.4,5.9,,120.2290824,68.97378294,3.156508331,1.253955364,1.578254166,0.324298801,5561,3190,South Carolina
SC,2011,Annual,96.8,30941,247,1585,1928,5903,368,1692,660.2386171,5.270642139,33.82173195,41.14088277,125.9619455,7.852616628,36.10496559,144,47,61,12,243,618,0.39,5.3,13.3,117.541962,86.78444351,3.113268491,1.016136244,1.318815125,0.259439041,5437,4014,South Carolina
SC,2012,Annual,104,32552,302,1837,2281,5257,479,1989,687.8818513,6.38179894,38.81908826,48.20160061,111.0897915,10.12212481,42.03111951,148,46,37,19,237,587,0.4,5.1,,122.160171,95.64426837,3.199748171,0.994516323,0.799937043,0.410778481,5650,4424,South Carolina
SC,2013,Annual,103,32949,570,1805,2522,5119,760,1977,699.8361548,12.10678953,38.33816685,53.56723368,108.727466,16.14238604,41.99144369,144,50,50,32,,,0.4,5.4,13,132.2470429,92.45085489,3.113268491,1.080996004,1.080996004,0.691837442,6117,4276,South Carolina
SC,2014,Annual,101.3,35619,854,1938,2925,5279,1035,2107,750.9113647,18.00382676,40.85645933,61.66416075,111.290634,21.81962611,44.4192775,319,110,77,64,,,0.73,10.7,14.4,141.4856118,105.8321509,6.896754504,2.378191208,1.664733846,1.383674885,6544,4895,South Carolina
SC,2015,Annual,95.1,35346,1143,1917,3174,5055,1320,2085,732.3017242,23.68078059,39.71658477,65.75922799,104.7299614,27.3478831,43.19722444,,161,57,100,,,0.73,11.4,,153.628532,122.4722714,,3.480807132,1.232335444,2.161992008,7106,5665,South Carolina
SC,2016,Annual,89.4,38203,1628,2167,3928,5369,1854,2390,772.8133477,32.93301913,43.83651871,79.46001177,108.6101841,37.50480189,48.34761409,342,237,56,115,,,0.71,13.1,,190.2185467,185.8320403,7.394012666,5.123921058,1.210715524,2.486290809,8798,8595,South Carolina
SC,2017,Annual,79.3,43059,2109,2668,4929,5624,2402,2937,857.9788808,42.0232114,53.16165387,98.21356519,112.0618971,47.86142901,58.5216557,312,404,45,153,,,0.74,15.5,,185.2042981,184.1792868,6.745415064,8.73444771,0.972896403,3.307847772,8566,8519,South Carolina
SC,2018,Annual,69.2,45882,2230,2913,5241,5503,2479,3153,910.7326394,44.26428198,57.82145893,104.0309874,109.2315443,49.20679598,62.58532784,330,510,58,183,,,0.74,,,168.7815385,183.0716134,7.134573625,11.02615924,1.253955364,3.956445374,7807,8468,South Carolina
SD,2005,Annual,,702,0,33,35,20,2,35,188.9890968,0,8.88410284,9.422533315,5.384304752,0.538430475,9.422533315,14,,,,22,40,0.55,3.1,5.5,55.1498391,22.86017189,1.719521482,,,,449,186,South Dakota
SD,2006,Annual,50,1782,1,49,53,48,4,52,317.0897496,0.177940376,8.719078411,9.430839914,8.541138035,0.711761503,9.252899538,18,,,,23,37,0.62,3.3,5.1,58.04189041,24.40137245,2.210813334,,,,473,199,South Dakota
SD,2007,Annual,49.9,2167,1,53,63,100,11,62,329.3718528,0.151994394,8.055702906,9.57564685,15.19943944,1.671938339,9.423652456,11,,,,,32,0.63,2.5,,67.11059979,33.75521857,1.351052593,,,,546,275,South Dakota
SD,2008,Annual,52.1,2532,3,87,104,89,18,101,367.6705486,0.435628612,12.63322975,15.10179189,12.92364883,2.613771673,14.66616327,15,,,,,54,0.57,4.2,,75.79482767,34.84431774,1.842344445,,,,617,284,South Dakota
SD,2009,Annual,52.3,2561,5,67,83,52,16,78,337.5048102,0.658931687,8.829684609,10.93826601,6.852889547,2.108581399,10.27933432,19,12,,,,49,0.71,4.6,,80.41786907,32.42528301,2.333636297,1.473875556,,,655,264,South Dakota
SD,2010,Annual,54,2596,0,68,79,41,12,79,350.4707595,0,9.180281835,10.66532743,5.53516993,1.620049736,10.66532743,20,,,,,45,0.71,4.5,6.3,100.9384163,45.83091289,2.45645926,,,,822,373,South Dakota
SD,2011,Annual,55.1,2958,2,99,118,55,20,116,381.0947132,0.25767053,12.75469121,15.20256125,7.085939563,2.576705296,14.94489072,21,,,,34,57,0.6,4.5,7.1,97.87443545,41.44925699,2.579282223,,,,797,337,South Dakota
SD,2012,Annual,60.1,3582,4,144,167,49,24,163,450.0599326,0.502579489,18.09286161,20.98269368,6.156598743,3.015476935,20.48011419,17,,,,24,42,0.57,3.1,5.5,108.3994907,53.89866103,2.087990371,,,,883,439,South Dakota
SD,2013,Annual,60.6,4440,8,143,174,63,33,167,549.8131997,0.990654414,17.70794765,21.5467335,7.80140351,4.086449457,20.67991089,27,,,,34,55,0.62,4.4,,125.9383135,57.85390903,3.31622,,,,1025,471,South Dakota
SD,2014,Annual,61.7,5357,17,127,188,79,63,172,650.3186646,2.063732929,15.41729894,22.82245827,9.590288316,7.647951442,20.8801214,20,,,,,63,0.52,4.1,,128.3294068,63.12433471,2.45645926,,,,1045,514,South Dakota
SD,2015,Annual,59.1,6389,24,175,236,93,66,214,779.3487821,2.927589728,21.34700843,28.78796565,11.34441019,8.050871751,26.10434174,10,,,,,65,0.42,3.5,8.4,141.4724757,69.33482962,1.22822963,,,,1152,565,South Dakota
SD,2016,Annual,54.8,7009,39,173,255,133,87,219,859.6171276,4.783145666,21.2175436,31.27441397,16.31175317,10.67009418,26.85920259,25,10,,,,69,,5,8.4,152.6743631,92.00999146,3.070574075,1.22822963,,,1243,749,South Dakota
SD,2017,Annual,49,7438,49,188,280,152,95,234,910.213407,5.996296981,23.00620066,34.26455418,18.60075798,11.62547374,28.63537742,14,14,,,,73,0.48,4,8.5,162.2070167,85.48873137,1.719521482,1.719521482,,,1321,696,South Dakota
SD,2018,Annual,42.6,8671,78,246,360,165,115,284,1031.942494,9.282841025,29.27665246,42.84388166,19.63677909,13.68623997,33.7990622,,13,,,,57,0.49,3.5,,148.4333458,80.95178336,,1.596698519,,,1209,659,South Dakota
TN,2005,Annual,,41811,85,2952,3373,11486,469,3292,700.869369,1.424837874,49.48378124,56.54091942,192.5375038,7.861752507,55.18313274,223,79,134,12,447,872,0.51,7.5,14.5,133.8078132,82.80602701,3.513966441,1.244858066,2.111531404,0.189092365,8492,5255,Tennessee
TN,2006,Annual,124.8,42340,88,3152,3614,11799,505,3530,701.9309899,1.458902388,52.25523099,59.91446853,195.6089691,8.372110296,58.52187989,221,64,183,,470,,0.48,7.7,16,136.5606643,84.90733414,3.482451047,1.008492611,2.883658559,,8666,5388,Tennessee
TN,2007,Annual,128.8,46351,124,4003,4608,11043,693,4491,753.2761116,2.015193585,65.05499935,74.88719385,179.46599,11.26233189,72.98576119,236,84,159,,,,0.49,7.8,,157.886971,89.51758536,3.718816502,1.323646552,2.50547383,,10020,5681,Tennessee
TN,2008,Annual,132.9,42745,175,4375,5110,8836,816,4940,686.4891169,2.810518083,70.26295207,82.06712802,141.907073,13.10504432,79.33691045,266,98,118,,,,0.51,7.7,,176.5898921,95.83312238,4.191547414,1.54425431,1.859408251,,11207,6082,Tennessee
TN,2009,Annual,138.4,44302,169,5400,6150,7233,878,5999,701.8985896,2.677550938,85.55488203,97.43750454,114.5960114,13.91059008,95.04513654,342,75,104,21,,,0.56,8.5,15.2,176.6075552,101.567718,5.389132389,1.181827278,1.638800493,0.330911638,11208,6446,Tennessee
TN,2010,Annual,140,44574,175,6102,6990,6413,1019,6829,701.1339198,2.752690716,95.98239285,109.950332,100.8743175,16.0285248,107.4178566,422,72,127,17,,,,10,16.9,186.2560065,109.1955208,6.649748153,1.134554187,2.001227525,0.26788085,11820,6930,Tennessee
TN,2011,Annual,138.5,45574,256,6884,7937,6406,1222,7698,710.7335836,3.992359622,107.3570455,123.7787434,99.90256147,19.05727913,120.0515014,451,64,87,19,,,0.58,10.1,17.2,194.6114571,116.1144968,7.106721367,1.008492611,1.370919643,0.299396244,12350,7369,Tennessee
TN,2012,Annual,136.1,49664,442,7066,8596,5930,1727,8177,767.9104236,6.834254334,109.2552967,132.9123309,91.6903353,26.70307067,126.4337052,491,77,104,50,723,1131,0.64,11.4,17.6,246.205631,140.4699235,7.737029249,1.213342672,1.638800493,0.787884852,15624,8914,Tennessee
TN,2013,Annual,127.1,49380,621,6657,8308,5688,1868,7726,766.3611827,9.637713537,103.3144268,128.9373979,88.27586892,28.99073895,119.9049513,524,99,86,68,,1187,0.65,11.9,,245.1912009,156.984145,8.257033251,1.560012007,1.355161946,1.071523399,15560,9962,Tennessee
TN,2014,Annual,121.3,47619,892,6493,8296,4816,2020,7461,728.8898386,13.65357811,99.38641555,126.9843991,73.71707643,30.91953787,114.203303,,132,71,148,,,0.68,13.4,19.5,251.7804526,145.6224662,,2.08001601,1.11879649,2.332139163,15978,9241,Tennessee
TN,2015,Annual,114.9,47944,1365,6482,8673,4714,2393,7391,726.1369782,20.67363956,98.17328327,131.3571252,71.39599773,36.24323771,111.9405641,,251,67,205,,,0.71,16,,335.4860418,199.6813157,,3.955181958,1.055765702,3.230327894,21290,12672,Tennessee
TN,2016,Annual,107.5,54513,1987,7116,9779,4943,2927,7930,819.2886393,29.86308819,106.94803,146.9708804,74.28950423,43.99056825,119.1818265,,395,83,260,,,0.73,18.1,,421.0551472,285.0787955,,6.224290332,1.307888855,4.097001231,26721,18091,Tennessee
TN,2017,Annual,94.4,57785,2323,6871,9691,5104,3043,7523,860.3411111,34.58635288,102.2999701,144.2859861,75.99171119,45.30618674,112.0073752,,590,69,311,,,0.71,,,425.638442,284.6724038,,9.297041256,1.087281096,4.900643781,27011,18066,Tennessee
TN,2018,Annual,81.8,58524,3077,5668,9062,4585,3628,6173,864.0977315,45.43142505,83.68713591,133.7990165,67.69680983,53.56685411,91.14338214,500,827,67,369,,,0.72,,,401.400416,245.5448353,7.878848522,13.03161546,1.055765702,5.814590209,25473,15583,Tennessee
TX,2005,Annual,,14114,165,760,943,3044,192,783,548.4067877,6.411160548,29.53019404,36.64075392,118.2761982,7.460259547,30.42387097,401,86,199,203,872,,0.46,3.9,8.5,69.35879431,,1.594714868,0.342008675,0.791392167,0.807299547,17441,,Texas
TX,2006,Annual,66.8,19598,410,919,1342,5325,434,938,546.1194808,11.42509374,25.60892963,37.39628244,148.3868882,12.09387972,26.13838519,564,111,223,212,1067,,0.49,4.6,9.5,75.60580533,,2.242940613,0.441429801,0.886836448,0.843091152,19012,,Texas
TX,2007,Annual,71.2,21041,416,1188,1624,5279,451,1217,680.0858729,13.44592572,38.39846096,52.49082542,170.6275045,14.57719351,39.33579713,515,118,195,214,,,0.47,4.3,9.3,80.34589862,,2.048075205,0.469267717,0.775484786,0.851044842,20203,,Texas
TX,2008,Annual,71.3,17764,356,1002,1370,4462,378,1019,525.550624,10.53231379,29.6443214,40.531657,132.0089442,11.18318711,30.14726897,440,86,173,250,,,0.46,3.9,8.5,78.26934123,,1.749811826,0.342008675,0.687994195,0.994211265,19681,,Texas
TX,2009,Annual,71.8,17193,493,1000,1526,3664,542,1046,501.4881595,14.37990244,29.1681591,44.51061079,106.872135,15.80914223,30.50989442,534,166,177,305,1151,,0.48,4.6,9.8,85.245504,,2.123635261,0.66015628,0.703901575,1.212937743,21435,,Texas
TX,2010,Annual,73,15971,475,999,1506,2665,523,1044,479.5222012,14.26166462,29.99453253,45.21698297,80.01544463,15.70284336,31.3456376,540,156,180,260,,,0.47,4.4,9.6,87.1332267,,2.147496331,0.620387829,0.71583211,1.033979715,21910,,Texas
TX,2011,Annual,72,16399,487,1003,1529,2598,553,1058,491.4552007,14.59471204,30.05851371,45.82200145,77.85844328,16.57264016,31.70678714,521,114,179,368,,,0.46,4.6,10.1,95.70433883,,2.071936275,0.453360337,0.711855265,1.463478981,24065,,Texas
TX,2012,Annual,73.4,16858,605,941,1580,2353,665,998,513.5757276,18.43120864,28.66738401,48.13439611,71.68369243,20.2590971,30.40387805,480,121,142,367,1131,,0.46,4.4,9.4,100.6548214,,1.908885628,0.481198252,0.564711998,1.459502136,25310,,Texas
TX,2013,Annual,70,16056,581,830,1433,1727,626,870,485.106599,17.55399439,25.07713485,43.29582439,52.17856854,18.91359809,26.28567147,452,112,128,369,,,0.43,4,9.3,98.48845925,,1.797533966,0.445406647,0.509036167,1.467455826,24765,,Texas
TX,2014,Annual,67,17772,636,992,1652,1958,692,1041,529.9010029,18.96337147,29.57808884,49.25705923,58.38094551,20.63310229,31.03910331,,157,116,425,1151,,0.44,4.3,9.7,98.57193484,,,0.624364674,0.461314027,1.69015915,24786,,Texas
TX,2015,Annual,59.8,17437,687,876,1588,1777,741,927,480.7722796,18.94193704,24.15303762,43.78427367,48.99537425,20.43082292,25.55920761,,186,144,523,,,0.5,4.7,9.4,108.9148798,90.93821612,,0.739693181,0.572665688,2.079889965,27387,22867,Texas
TX,2016,Annual,57.6,21096,822,1006,1853,2044,891,1070,438.3314813,17.07946898,20.90261046,38.50152801,42.47011508,18.51314704,22.2323988,,250,139,530,,,0.49,4.9,10.1,134.0961855,101.8297473,,0.994211265,0.552781463,2.107727881,33719,25606,Texas
TX,2017,Annual,53.1,29178,955,1316,2336,2684,1062,1418,403.6643839,13.21199145,18.20626257,32.31749951,37.13192153,14.69228788,19.61738626,,348,129,569,,,0.49,5.1,10.5,131.3772709,96.38418139,,1.38394208,0.513013013,2.262824838,33036,24236,Texas
TX,2018,Annual,47.2,54185,1676,2553,4347,6078,1859,2725,437.1665733,13.52202965,20.59769791,35.07175591,49.03752759,14.99848039,21.98540024,459,358,111,668,,,0.47,4.8,10.4,,,1.825371882,1.423710531,0.441429801,2.656532499,,,Texas
UT,2005,Annual,,8521,431,234,679,827,455,258,476.2019194,24.08673011,13.07725022,37.94637992,46.21746126,25.42798654,14.41850666,181,38,112,44,326,438,0.74,14.2,19.3,121.7375087,127.1586234,6.548752933,1.374876306,4.052267008,1.591962039,3365,3515,Utah
UT,2006,Annual,87,9045,500,261,783,1122,533,294,460.7353632,25.46906375,13.29485128,39.88455383,57.15257905,27.15002195,14.97580948,192,38,109,46,331,,0.75,13.9,19.1,130.3963379,145.2373394,6.946743443,1.374876306,3.943724142,1.66432395,3604,4014,Utah
UT,2007,Annual,89.8,10072,552,287,862,1680,585,318,478.4648082,26.22245573,13.6337768,40.94883486,79.80747397,27.79010254,15.10641472,238,33,87,51,359,,0.7,14.7,,132.3741427,142.4624151,8.611067392,1.193971529,3.147743122,1.845228727,3659,3937,Utah
UT,2008,Annual,91.3,9848,661,258,935,1449,690,286,450.734549,30.25340545,11.80843965,42.79415144,66.31949244,31.58071068,13.08997573,227,26,99,68,,468,0.75,,,128.6818638,158.3126538,8.213076883,0.940704841,3.581914588,2.460304969,3557,4376,Utah
UT,2009,Annual,86.9,9931,756,315,1094,1385,796,352,451.6102628,34.37895062,14.32456276,49.74943384,62.98260134,36.19794272,16.00713045,254,59,66,54,,,0.77,14.7,19.1,135.3873571,150.3125027,9.189962679,2.13467637,2.387943058,1.953771593,3742,4154,Utah
UT,2010,Annual,86.6,9896,840,410,1284,1078,897,463,455.699187,38.68101425,18.88001886,59.12669322,49.64063496,41.30579736,21.32060667,222,50,62,55,,,,12.8,16.9,138.8212083,157.2478325,8.032172106,1.809047772,2.243219237,1.989952549,3837,4346,Utah
UT,2011,Annual,85.2,10594,981,465,1482,770,1050,527,466.5073772,43.19838937,20.47630077,65.25995214,33.90699268,46.2368082,23.20647421,280,56,75,73,,504,0.76,14.6,19.5,151.382948,151.1505272,10.13066752,2.026133504,2.713571657,2.641209746,4184,4178,Utah
UT,2012,Annual,84.5,13215,1311,397,1756,844,1393,486,546.9721377,54.26261616,16.43192877,72.68127687,34.93336998,57.65661656,20.11566091,328,59,53,84,422,601,0.7,16.1,,157.4596309,158.2064726,11.86735338,2.13467637,1.917590638,3.039200256,4352,4373,Utah
UT,2013,Annual,82.1,14128,1499,422,1981,692,1605,529,577.5141466,61.2750358,17.25021021,80.97788253,28.28707456,65.60802699,21.62407868,358,58,59,122,,594,0.73,15.9,,168.9269769,151.9059247,12.95278204,2.098495415,2.13467637,4.414076563,4669,4199,Utah
UT,2014,Annual,78.8,15176,2038,459,2515,759,2113,539,613.0800648,82.33112626,18.54268251,101.6009728,30.66208284,85.36097634,21.7745226,,68,47,110,,603,0.75,,,204.4488897,173.1920218,,2.460304969,1.700504905,3.979905097,5651,4787,Utah
UT,2015,Annual,74.4,16619,2778,426,3192,896,2848,512,671.1767179,112.1926062,17.20448173,128.9124546,36.18595218,115.0196337,20.67768696,,62,45,127,,646,0.69,15.9,,266.1293451,214.1192716,,2.243219237,1.628142994,4.59498134,7356,5918,Utah
